rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:6stxV2bl7xSiPUornxwyNR","Heuss L'enfoiré, Sofiane","Khapta","AllPoints",1,2,9,"237994"
2,"spotify:track:06O3hxudc6V0BOuoCFSy71","Angèle, Roméo Elvis","Tout oublier","Angèle VL Records",1,5,121,"208942"
3,"spotify:track:38Eq6RgIxOdt4twqyVAPCn","Booba","PGP","Tallac Records",1,1,10,"207655"
4,"spotify:track:7oxSh7uiB74lWGVIv2Qtlm","Bramsito, Booba","Sale mood","Universal Music Division Capitol Music France",2,3,93,"189287"
5,"spotify:track:14msK75pk3pA33pzPVNtBF","Ariana Grande","7 rings","Republic Records",3,7,16,"187847"
6,"spotify:track:2VxeLyX666F8uXCJ0dZF8B","Lady Gaga, Bradley Cooper","Shallow","A Star is Born OST",6,10,122,"184238"
7,"spotify:track:4miiqu2dxOhBguQDHtqssH","Maes, Booba","Madrina","Universal Music Division Capitol Music France",1,4,101,"183943"
8,"spotify:track:6l7PqWKsgm4NLomOE7Veou","Lomepal, Roméo Elvis","1000°C","Pineale Prod - Grand Musique Management",1,8,139,"182512"
9,"spotify:track:4MSFxqmkiMxq7e61jTqgqt","Eva, Lartiste","On Fleek","Universal Music Distribution Deal",5,9,23,"180334"
10,"spotify:track:0r64LBR8RlnXcdd5HTFubd","Heuss L'enfoiré","Les méchants","AllPoints",9,11,33,"163730"
11,"spotify:track:25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","Atlantic Records",9,13,104,"151669"
12,"spotify:track:4WB9OeauHXnGOMUK4s80gM","Lomepal","Trop beau","Pineale Prod - Grand Musique Management",1,12,58,"150780"
13,"spotify:track:4groJLnv4zXjUZlhipBpXR","Kaaris","Octogone","Universal Music Division Virgin Records",3,6,5,"146755"
14,"spotify:track:116H0KvKr2Zl4RPuVBruDO","Bad Bunny, Drake","MIA (feat. Drake)","OVO Sound/Warner Records",7,16,114,"145093"
15,"spotify:track:3aRgAfrt6aQW8IimLq2aVG","Aya Nakamura","La dot","Rec. 118",1,19,93,"135194"
16,"spotify:track:4w8niZpiMy6qz1mntFA5uM","DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake Music Productions Limited, under exclusive license to Geffen Records",1,21,128,"135160"
17,"spotify:track:1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","High Hopes","DCD2 / Fueled By Ramen",12,20,85,"127442"
18,"spotify:track:2S8wxDFED8PAo4ZqhyMRh2","Heuss L'enfoiré","L'enfoiré","AllPoints",11,15,58,"127256"
19,"spotify:track:369Vi2C4a73xhxhowHNbSR","Koba LaD","FeFe","Universal Music Division Capitol Music France",14,14,4,"125341"
20,"spotify:track:2LskIZrCeLxRvCiGP8gxlh","XXXTENTACION, Lil Pump, Swae Lee, Maluma","Arms Around You (feat. Maluma & Swae Lee)","Warner Records",15,22,100,"120622"
21,"spotify:track:0VR4lX58CIL6AaOnYD99UK","Heuss L'enfoiré, Koba LaD","George moula","AllPoints",8,17,13,"120336"
22,"spotify:track:7lhuM9WUqdThw72dCBRmQW","Orelsan, Damso","Rêves bizarres (feat. Damso)","Wagram Music / 3ème Bureau",1,23,81,"111761"
23,"spotify:track:5WpIIZ8PGiBL7353UNdwyZ","Kaaris","Aieaieouille","Universal Music Division Virgin Records",6,18,16,"109771"
24,"spotify:track:0YammaEkYSeo9vQYZ1OwS6","David Guetta, Bebe Rexha, J Balvin","Say My Name","Parlophone (France)",6,31,110,"107732"
25,"spotify:track:4a4cTUsFiyPN8jaHt2xf18","PLK","Dingue","Panenka Music",24,24,2,"107573"
26,"spotify:track:2dpaYNEQHiRxtZbfNsse99","Marshmello, Bastille","Happier","Astralwerks",21,48,158,"103876"
27,"spotify:track:0uL88Lp7C6i2WGHub1zrJ9","The Prince Karma","Later Bitches","Happy Music",16,37,102,"103743"
28,"spotify:track:6bpHyk5xd0JL1cl99fJeCI","Bilal Hassani","Roi","Play Two",28,34,30,"103155"
29,"spotify:track:3JgDeryfh6Z9P0b8plZTwF","Diplo, Niska","Boom Bye Bye","Mad Decent",27,27,9,"103011"
30,"spotify:track:7gX2hqFLQKjiJwK8gZVofe","Heuss L'enfoiré, Soolking","Benda","AllPoints",14,25,9,"101088"
31,"spotify:track:0QnEGWGECQUPuE3m8L6hdT","Dadju","Jaloux","Universal Music Division Capitol Music France",1,33,122,"99840"
32,"spotify:track:5hYfXfLP8FL3v0zJlv2zUG","Kaaris","Débrouillard","Universal Music Division Virgin Records",15,26,51,"94558"
33,"spotify:track:0JP9xo3adEtGSdUEISiszL","XXXTENTACION","Moonlight","Bad Vibes Forever, LLC",4,40,320,"94077"
34,"spotify:track:3uTNli5uz5rNOqD6qZFi8L","Maes","Billets verts","Universal Music Division Capitol Music France",5,29,191,"93955"
35,"spotify:track:1GOIfWQmA3Tp6GlwcCd35K","Hornet La Frappe, Ninho","Sheitana (feat. Ninho)","Rec. 118 / Diez Peufra",15,32,135,"92925"
36,"spotify:track:4zrEmFA3R3JngfWR70zu3w","Ninho","Binks to Binks 6","Rec. 118 / Mal Luné Music",1,30,33,"88418"
37,"spotify:track:4h3SqMd5F16XJVdGp5fsZG","Trois Cafés Gourmands","À nos souvenirs","Play Two",19,71,148,"86758"
38,"spotify:track:1rTqrw4djb392jhfELKSl3","Kaaris, SCH","Cigarette","Universal Music Division Virgin Records",2,28,9,"85836"
39,"spotify:track:2FY7b99s15jUprqC0M5NCT","Imagine Dragons","Natural","Kid Ina Korner / Interscope",15,53,162,"85795"
