rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:5ZwRTJD1bTACtIuW5Iibnu","Nekfeu, Damso","Tricheur","Universal Music Division Polydor",1,1,9,"507728"
2,"spotify:track:4He5TSvX6WhyTeiXpdFaCZ","Jul, Ninho","Tel Me","D'Or et de Platine",2,146,2,"424068"
3,"spotify:track:3iLcfPepO3XiWUuu1zwqsW","Jul","JCVD","D'Or et de Platine",3,-1,1,"345528"
4,"spotify:track:3OmMEncU5Z8hZJVKwAMZpk","Nekfeu, Vanessa Paradis","Dans l'univers","Universal Music Division Polydor",2,2,9,"340985"
5,"spotify:track:0sOeocOCv6IFQJwGhgAxyq","Jul","La bandite","D'Or et de Platine",5,169,2,"320232"
6,"spotify:track:3eG36tERWexe2lm75Ea3Y8","Nekfeu","Cheum","Universal Music Division Polydor",2,4,9,"314198"
7,"spotify:track:31ljIjVJOgopnyNposqPhm","Nekfeu, Nemir","Elle pleut","Universal Music Division Polydor",3,3,9,"301468"
8,"spotify:track:6F8Caj9u2wk5hmbFuKK6Pa","Vegedream, Ninho","Elle est bonne sa mère","Universal Music Division Island Def Jam",2,5,15,"300894"
9,"spotify:track:6vx0mS1pP3OQish6HpbrI0","Jul","Salvatrucha","D'Or et de Platine",9,-1,1,"274117"
10,"spotify:track:55mCsKCo4bPuYtZvHppp8z","Niska, Booba","Médicament","Universal Music Division Capitol Music France",1,8,71,"269978"
11,"spotify:track:6u7jPi22kF8CTQ3rb9DHE7","Lil Nas X, Billy Ray Cyrus","Old Town Road - Remix","Columbia",2,11,68,"254568"
12,"spotify:track:6HpTzqmgE5eAPJPNmQ3oiH","Jul","Tokyo","D'Or et de Platine",12,-1,1,"250630"
13,"spotify:track:2Kphenifi7SCpExzh5g0dA","Jul, Vald","J'suis loin","D'Or et de Platine",13,-1,1,"244483"
14,"spotify:track:71zBCoMz9o3fcET9SBPlOa","Jul, Heuss L'enfoiré","GTA","D'Or et de Platine",14,-1,1,"241462"
15,"spotify:track:1w2OwBeojIZI8hTI5WkMkV","PNL","MOWGLI II","QLF Records",1,7,11,"240687"
16,"spotify:track:0sSvwmaVvkcIARs3uaLmlj","Nekfeu","Voyage léger","Universal Music Division Polydor",5,6,9,"239837"
17,"spotify:track:0hvbUuigktZMvczSCzKrVB","Jul","BDG","D'Or et de Platine",17,-1,1,"236970"
18,"spotify:track:1yIXAUDcLDrVS5OTkD18Mc","Jul","Sous la lune","D'Or et de Platine",18,-1,1,"230571"
19,"spotify:track:1FN3Bo2tGTBxvEb5b83vFV","Nekfeu","Les étoiles vagabondes","Universal Music Division Polydor",2,10,9,"228168"
20,"spotify:track:48MQ3gJuiksM6zyLPRTFKj","Nekfeu","Alunissons","Universal Music Division Polydor",4,9,9,"225819"
