rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:6YzQOngfcV0W9F8UOTnEEK","13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari","Bande organisée","Rien 100 Rien",1,1,80,"366079"
2,"spotify:track:70pkwEEG7nDTXBFqoGQkH0","Koba LaD, Maes, Zed","Coffre plein","Universal Music Division Capitol Music France",2,3,12,"289510"
3,"spotify:track:3F1P0QzdXtBz0MXy7KIO5w","Dua Lipa, Angèle","Fever","Warner Records",2,2,4,"267669"
4,"spotify:track:6ARJHbYGKNatxHVghTkWWp","Naza, Niska","Joli bébé","Capricarolesque",2,4,53,"216590"
5,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",3,5,70,"179466"
6,"spotify:track:0i5GJckWb9uCZU4jcGoBca","Ninho","Tout en Gucci","Rec. 118",5,8,4,"173714"
7,"spotify:track:66tNDqYNR2S6Svwgm3BMi9","OBOY","Cabeza","Syndicate Records",3,7,123,"168304"
8,"spotify:track:5ncpCHAq0EcL8RCFUqaQLG","Ninho","Privilège","Rec. 118",6,9,4,"164391"
9,"spotify:track:1fyVvRQsa095P7QK5Um7xH","Dadju, Ninho","Grand bain","Universal Music Division Capitol Music France",1,6,137,"156977"
10,"spotify:track:12GV2Wr4p1hBWQCrQcVsew","PLK, Hamza","Pilote (feat. Hamza)","Panenka Music",5,12,68,"156075"
11,"spotify:track:1HDqaIxeJ70BTHgZWEuaeT","Dadju, Tiakola","Dieu merci","Universal Music Division Capitol Music France",10,10,25,"155200"
12,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money Records/ TenThousand Projects",9,11,57,"150676"
13,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",12,14,11,"146101"
14,"spotify:track:0qARyMVNjA6q1uxxO3nofB","UZI","À la fête","SportBack Records",5,13,125,"145091"
15,"spotify:track:70APCdHsWV5BEsacwjzXmd","Dadju","Amour toxic","Universal Music Division Capitol Music France",15,15,39,"128830"
16,"spotify:track:4Z9CNGHElj2rLkB8mQdvnA","Leto, Ninho","Macaroni (feat. Ninho)","Rec. 118",2,18,68,"123977"
17,"spotify:track:1tkg4EHVoqnhR6iFEXb60y","Pop Smoke","What You Know Bout Love","Victor Victor Worldwide",16,16,43,"123111"
18,"spotify:track:7s0TcSgr6VzxjJ4S9VuJc9","Ninho","Toutes les couleurs","Rec. 118",7,19,4,"122750"
19,"spotify:track:0LU7THzZmFI0k5Z9Upxbto","Lacrim, Maes","Boston George","Universal Music Distribution Deal",3,26,18,"120586"
20,"spotify:track:6S5zBMqjRM4Ysr8hsV7G1Z","Koba LaD, Vald","Pas de reine","Universal Music Division Capitol Music France",3,20,12,"119701"
21,"spotify:track:0OlE17VM4jDcmQb96RqxcX","Koba LaD, Ninho","Encore","Universal Music Division Capitol Music France",5,22,12,"119339"
22,"spotify:track:2g63GxCZUmhsr4XoKR93F6","Hatik, Jok'air","La meilleure","Universal Music Distribution Deal",12,17,218,"119039"
23,"spotify:track:1nikTDDXqLfm9naa48m6FI","Bosh","Slide","Arista France",23,23,11,"115894"
24,"spotify:track:7BO3y8lmogACezwHqZ1HTB","Damso, Hamza","BXL ZOO","Trente-quatre Centimes",1,24,47,"114448"
25,"spotify:track:5I8kv3tXlmFkbS0jlfleHx","Ninho","Kitchen","Rec. 118",9,21,4,"113136"
26,"spotify:track:7hY4m8cDhkRPz3sSyJXN7z","Koba LaD, Freeze corleone","7 sur 7","Universal Music Division Capitol Music France",2,27,40,"109435"
27,"spotify:track:7IJIj326qJJA6oi6EpFCBD","Franglish, Tory Lanez","My Salsa","Universal Music Division Capitol Music France",5,25,144,"106739"
28,"spotify:track:15UV9ARr2bzPOEZb2QbTae","Ninho","Mac 11","Rec. 118",14,28,4,"104588"
29,"spotify:track:27TFzldNvbEHjUGhmPtwB3","13 Organisé, L'Algérino, Alonzo, Stone Black, Le Rat Luciano, SCH, Jul, As, Veazy","L'étoile sur le maillot","Rien 100 Rien",2,31,25,"102214"
30,"spotify:track:4oLp7k4fINGrjuNxElKKGw","Ninho, 91 All Stars","La zone","Play Two",12,39,32,"93835"
31,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",20,30,123,"93812"
32,"spotify:track:2chIkORxBLpPVgruGiMY8k","Damso","911","Trente-quatre Centimes",6,32,47,"93790"
33,"spotify:track:6ab3CQvDlAVttThZucwGQ1","Hatik","Angela","Universal Music Distribution Deal",1,29,230,"92159"
34,"spotify:track:30WpoaLVDKtlnNnzoEcN2p","Aya Nakamura","Doudou","Rec. 118",14,37,25,"90938"
35,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",33,33,54,"90489"
36,"spotify:track:7yN9Qx1HtE4c1fhakBz8Ay","Damso","DEUX TOILES DE MER","Trente-quatre Centimes",2,36,47,"89799"
37,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",15,35,124,"89106"
38,"spotify:track:1n4Ud9ZkZY5mA7QfIu53r8","Ninho","Problèmes du matin","Rec. 118",9,41,32,"88331"
39,"spotify:track:6yEyXUuKsHa2byKddTnA6r","Ninho","Sur paname","Urban Street",27,46,4,"87213"
40,"spotify:track:4GIvavXJJ0k0NDR8j6ipnR","Dadju","Elle me demande","Universal Music Division Capitol Music France",30,48,4,"84221"
41,"spotify:track:216QmkNpU3hIjeZtGocb9B","PLK, Niska","On sait jamais (feat. Niska)","Panenka Music",2,45,68,"84045"
42,"spotify:track:3bmz7e9Un3FQRIzXgHBXIG","Sofiane, SCH","American Airlines","Universal Music Division Capitol Music France",13,54,20,"83536"
43,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",41,43,61,"83112"
44,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",38,49,75,"80080"
45,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",12,42,151,"79961"
46,"spotify:track:7vdq8RlxxuhB1GFIN9FIlI","Lucenzo","No Me Ama","Play Two",28,44,75,"79692"
47,"spotify:track:5HEtuK03ygUzqca6yfgOYZ","Ninho","Lettre à une femme","Rec. 118 / Mal Luné Music",1,40,241,"78977"
48,"spotify:track:5wXkbtZO1HsOQ1P75zi35p","Vianney","beau-papa","Tôt Ou Tard",34,34,12,"77812"
49,"spotify:track:78vrRSUDJIbYrGe3UsTF6Q","Koba LaD, PLK","Omar","Universal Music Division Capitol Music France",7,59,11,"77729"
50,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",50,50,67,"76702"
51,"spotify:track:6j6KUUyDtjvBz4mkApf9hl","Kalash Criminel, Damso","But en or","Sale Sonorité Records",6,64,18,"76495"
52,"spotify:track:1Lulg5ZiMEXy3QNwb1PB8I","Ninho","Zipette","Rec. 118 / Mal Luné Music",3,52,241,"76213"
53,"spotify:track:6SI92k6CZQAgVf7fq1rSpx","13 Organisé, Kofs, MOH, 100 Blaze, Jul, Naps, Dadinho, A-Deal, Zak & Diego","13 balles","Rien 100 Rien",4,60,25,"76071"
54,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",19,47,106,"75652"
55,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,38,340,"74519"
56,"spotify:track:3eqwBUWgebO3QOkyNhAXrD","Dadju","Va dire à ton ex","Universal Music Division Capitol Music France",26,53,4,"74253"
57,"spotify:track:6DPrYPPGYK218iVIZDix3i","Freeze corleone","Freeze Raël","Universal Music Division Virgin Records Distribution Deal",2,66,53,"73289"
58,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",25,51,74,"72641"
59,"spotify:track:4y4spB9m0Q6026KfkAvy9Q","Justin Bieber, benny blanco","Lonely (with benny blanco)","Friends Keep Secrets/Def Jam Recordings/Interscope Records",59,69,18,"72314"
60,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",28,58,64,"71079"
61,"spotify:track:5wXJNvoVOZBmB9b4EDP8xW","Larry","Paye","Urban Street",61,80,4,"68642"
62,"spotify:track:3FMhzMn4vB32InnfA2DiEf","DJ Kayz, Niska","Monte le son","Juston Records",26,79,32,"66997"
63,"spotify:track:5RbQUbl88J1AiYFMROoL4t","Tayc, Leto","Ride","Play Two",63,67,17,"66508"
64,"spotify:track:6IXC9VdQ03U13URwDvDi73","Ronisia","Atterrissage","Epic",56,75,44,"65826"
65,"spotify:track:0KBwGCY9RYD9t2zjeW4h48","Bosh","Djomb - Bien ou quoi","Arista France",1,57,199,"65822"
66,"spotify:track:5cpJFiNwYyWwFLH0V6B3N8","Ozuna, Doja Cat, Sia","Del Mar","Aura Music Corp.",66,92,31,"65740"
67,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",1,56,110,"65477"
68,"spotify:track:5DH03Qs3SSG12TNUCSAzMi","Mac Tyer, Ninho","Moto","Untouchable",8,76,109,"65306"
69,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",27,61,88,"64302"
70,"spotify:track:07pzk5h8p2qRowPZb3YBKC","Bolémvn, Maes","10K","Universal Music Division Capitol Music France",6,74,158,"64126"
71,"spotify:track:2twcZTB1udOEzDCPpTiOju","Grand Corps Malade, Camille Lellouche","Mais je t'aime","Anouche Productions",22,55,136,"64053"
72,"spotify:track:2ICse7t8MB60EFk6o9aUyw","Ava Max","Who's Laughing Now","Atlantic Records",40,62,68,"63501"
73,"spotify:track:5mFgfX2btmkTHUYe5kXcVU","Sifax, Sofiane","Mecs de cités","Universal Music Division Capitol Music France",18,72,144,"63195"
74,"spotify:track:13fE2ByvM128yaeSApxG0y","Green Montana, Booba","TOUT GACHER","Universal Music Division Capitol Music France",25,93,18,"63047"
75,"spotify:track:3vrm4dNThrhQ0BArrLIUOV","Chico Rose, 71 Digits","Somebody's Watching Me","Spinnin' Records",63,71,60,"62872"
76,"spotify:track:7ey5InDMQqScxDUvF1r2pq","Kaza","J’aimerais tellement","Elektra France",68,83,11,"62760"
77,"spotify:track:36DkckOfvhhp7frRM0KfuO","PRIME","Canon long","Prime Corp Productions",64,90,4,"62336"
78,"spotify:track:5jZQKuiGNtwrr7C8GFMVeL","Lacrim","Jacques Chirac","Universal Music Distribution Deal",16,97,41,"61152"
79,"spotify:track:4FnWH9l7gxQmrNpfA5AZKP","Damso","LIFE LIFE","Trente-quatre Centimes",3,86,47,"60822"
