rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:7xISE22N518t5HLsibFvEC","Dinos, Nekfeu","Moins un","Universal Music Distribution Deal",1,-1,1,"453764"
2,"spotify:track:2diEeH1DjfrYGRlXENLkdY","Vald","Gotaga","Echelon Records",2,-1,1,"322324"
3,"spotify:track:717QGTmZdkemDaCo1vQHG0","13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari","Bande organisée","Rien 100 Rien",1,1,105,"307665"
4,"spotify:track:5AMrauYWppWRQghrh0UeLU","Dinos","Diptyque","Universal Music Distribution Deal",4,-1,1,"302024"
5,"spotify:track:5EjRTvSPOnwALpoMM6LkCI","Dinos","Paranoïaque","Universal Music Distribution Deal",5,-1,1,"297589"
6,"spotify:track:0TGWAVx4bRsr8ZRYQtUPDw","Dinos","Prends soin de toi","Universal Music Distribution Deal",6,-1,1,"286384"
7,"spotify:track:417aTbQ5C3b0Gu3NEbIs9T","Dinos, DA Uzi","Maman m'aime","Universal Music Distribution Deal",7,-1,1,"278870"
8,"spotify:track:626x9ykFfrXQmEeadnhr1f","Dinos","93 mesures","Universal Music Distribution Deal",8,-1,1,"272403"
9,"spotify:track:0ru41rBEzVgFlIB0KLNYeu","Dinos, Tayc","Je Wanda","Universal Music Distribution Deal",9,-1,1,"260981"
10,"spotify:track:3F1P0QzdXtBz0MXy7KIO5w","Dua Lipa, Angèle","Fever","Warner Records",2,4,29,"260412"
11,"spotify:track:1J4oMIhWDUd9cI1urhEyjl","Naza, Niska","Joli bébé","Capricarolesque",2,3,78,"247202"
12,"spotify:track:0lit1XQsSQe7LKnzL6VMaF","Zola, SCH","9 1 1 3 (feat. SCH)","AWA",1,2,8,"246434"
13,"spotify:track:4NcJdWFnDzubpcG31CrDU1","Dinos","Demain n'existe plus","Universal Music Distribution Deal",13,-1,1,"239407"
14,"spotify:track:3ki5NTNjfk4EXbesKr77Po","Dinos, Laylow","Ciel pleure","Universal Music Distribution Deal",14,-1,1,"229522"
15,"spotify:track:4aitZJoaTKUBwp5Rr7CWi0","Dinos","Césaire","Universal Music Distribution Deal",15,-1,1,"229109"
16,"spotify:track:70pkwEEG7nDTXBFqoGQkH0","Koba LaD, Maes, Zed","Coffre plein","Universal Music Division Capitol Music France",2,5,37,"221064"
17,"spotify:track:7iZVBT6LV32t4l00p73VAw","Aya Nakamura, Stormzy","Plus Jamais (feat. Stormzy)","Rec. 118",1,6,15,"219042"
18,"spotify:track:2oMNKU3pdcDkubF2M9yrxo","Dinos, Leto","Le nord se souvient","Universal Music Distribution Deal",18,-1,1,"208209"
19,"spotify:track:1HDqaIxeJ70BTHgZWEuaeT","Dadju, Tiakola","Dieu merci","Universal Music Division Capitol Music France",6,7,50,"197786"
20,"spotify:track:3bXfbkXvt0nijuwcvxJXbu","Dinos, Zefor, Zikxo","Judas","Universal Music Distribution Deal",20,-1,1,"195451"
21,"spotify:track:5aTIqsUQ6EZ2lpmsQop8dq","13 Block, Maes","Riina Toto (feat. Maes)","Elektra France",21,-1,1,"195108"
22,"spotify:track:1SB08Bsiau6KBatQCYMPCH","Dinos","Corbillard","Universal Music Distribution Deal",22,-1,1,"185091"
23,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money Records/ TenThousand Projects",7,8,82,"182906"
24,"spotify:track:0A2blyH8yFOCZ0IoGKA8bb","Dinos","Madone","Universal Music Distribution Deal",24,-1,1,"180896"
25,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",3,9,95,"178002"
26,"spotify:track:66tNDqYNR2S6Svwgm3BMi9","OBOY","Cabeza","Syndicate Records",3,10,148,"171862"
27,"spotify:track:0jUBH6aktBM2KCNnEZfBWJ","Bosh","Slide","Arista France",11,12,36,"169016"
28,"spotify:track:0i5GJckWb9uCZU4jcGoBca","Ninho","Tout en Gucci","Rec. 118",5,11,29,"165214"
29,"spotify:track:12GV2Wr4p1hBWQCrQcVsew","PLK, Hamza","Pilote (feat. Hamza)","Panenka Music",5,13,93,"148837"
30,"spotify:track:3kvi6ki80Wd8TBJhNvgv8f","13 Block, SCH","Pavel (feat. SCH)","Elektra France",30,-1,1,"142680"
31,"spotify:track:3FrbLRZXo94g9dnJzxQLNP","13 Block","Babi","Elektra France",31,73,8,"140123"
32,"spotify:track:0qARyMVNjA6q1uxxO3nofB","UZI","À la fête","SportBack Records",5,15,150,"136453"
33,"spotify:track:6OYRUnXFnD7nbtLQvRidh7","Landy, Niska","Millions d'euros","109 Record",33,37,3,"130997"
34,"spotify:track:4Z9CNGHElj2rLkB8mQdvnA","Leto, Ninho","Macaroni (feat. Ninho)","Rec. 118",2,18,93,"129720"
35,"spotify:track:3Jm426HsqodAGC1U9OgTFv","13 Block, Zola","Kobe (feat. Zola)","Elektra France",35,-1,1,"128788"
36,"spotify:track:7zOslGNcEodrrPlWPvNGMY","13 Block","Les dodanes","Elektra France",36,-1,1,"123784"
37,"spotify:track:2g63GxCZUmhsr4XoKR93F6","Hatik, Jok'air","La meilleure","Universal Music Distribution Deal",12,20,243,"123471"
38,"spotify:track:2nDsznhiXK993cCwn1zksX","Vald","C'est pas nous les méchants","Echelon Records",38,-1,1,"121748"
39,"spotify:track:70APCdHsWV5BEsacwjzXmd","Dadju","Amour toxic","Universal Music Division Capitol Music France",14,16,64,"120895"
40,"spotify:track:1tkg4EHVoqnhR6iFEXb60y","Pop Smoke","What You Know Bout Love","Victor Victor Worldwide",13,21,68,"120291"
41,"spotify:track:25zSTFc6kjuz9byE2Ec582","Zola, Leto","Ma jolie (feat. Leto)","AWA",2,17,8,"115518"
42,"spotify:track:2PPfGRqJKn4dPvel4jZITQ","Suikon Blaz AD","Echelon Music","Echelon Records",42,-1,1,"114479"
43,"spotify:track:7874pG5QpsM8VtX9HaRgia","Zola","Papillon","AWA",3,14,8,"114236"
44,"spotify:track:4MzXwWMhyBbmu6hOcLVD49","Bad Bunny, Jhay Cortez","DÁKITI","Rimas Entertainment LLC",34,34,24,"113314"
45,"spotify:track:3V6NCwBywAwpAlAyGL7h0p","Aya Nakamura","Doudou","Rec. 118",5,19,50,"112843"
46,"spotify:track:09AibArUv8sesLZH3NR6dm","13 Block, PLK","Aminata (feat. PLK)","Elektra France",46,-1,1,"112625"
47,"spotify:track:6mzhYpFJx9IEcpp2VCkxRv","13 Block","Heps ou Plata","Elektra France",47,-1,1,"110738"
48,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",27,27,79,"107938"
49,"spotify:track:7fn8VCZBZekq5FBGL192N1","13 Block","Akira","Elektra France",49,-1,1,"104553"
50,"spotify:track:0LU7THzZmFI0k5Z9Upxbto","Lacrim, Maes","Boston George","Universal Music Distribution Deal",3,24,43,"103806"
51,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",12,23,36,"103484"
52,"spotify:track:7IJIj326qJJA6oi6EpFCBD","Franglish, Tory Lanez","My Salsa","Universal Music Division Capitol Music France",5,30,169,"101178"
53,"spotify:track:3Ukw4N1OKSr74IrR3hZprx","13 Block, Niska","Tieks (feat. Niska)","Elektra France",8,-1,49,"100765"
54,"spotify:track:1FP9s72rDYty6mfoOEYKnE","Robin Schulz, KIDDO","All We Got (feat. KIDDO)","WM Germany",31,31,28,"99911"
55,"spotify:track:51Ss1yLa32T4zi3C82QkZF","13 Block","Diplomatico","Elektra France",55,-1,1,"98877"
56,"spotify:track:2BwQ6Qizq49QKAmcNgjNJL","Naza","Faut pardonner","Capricarolesque",22,22,15,"98180"
57,"spotify:track:6ab3CQvDlAVttThZucwGQ1","Hatik","Angela","Universal Music Distribution Deal",1,33,255,"97292"
58,"spotify:track:5eyorUYSScyEC5Dns9pgr8","13 Block","La ramasse","Elektra France",58,-1,1,"96863"
59,"spotify:track:49IzWufYtbt3tgUN8ORNe0","Aya Nakamura, OBOY","Préféré (feat. OBOY)","Rec. 118",3,26,15,"96701"
60,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",12,38,176,"96588"
61,"spotify:track:0W4MOQ2kTOm1y7ooahgQP1","Dadju, Ninho","Grand bain","Universal Music Division Capitol Music France",1,28,162,"95150"
62,"spotify:track:6d1nCbLfLPLl1mTqIzqwPc","Kalash Criminel, Damso","But en or","Sale Sonorité Records",6,29,43,"95126"
63,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",24,36,99,"93123"
64,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",25,45,89,"91654"
65,"spotify:track:2Oycxb8QbPkpHTo8ZrmG0B","Miley Cyrus, Dua Lipa","Prisoner (feat. Dua Lipa)","RCA Records Label",65,74,8,"89683"
66,"spotify:track:7zF8R12fP9fX4b11arc1FP","OBOY","Cruel","Syndicate Records",25,39,22,"88912"
67,"spotify:track:2kUZ4rtuMg2T9VKVqbUiIR","Zola","Wow","AWA",5,32,135,"87465"
68,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,54,365,"87265"
69,"spotify:track:0by2H2iFM9b358WIQblGo0","13 Block","Bendo","Elektra France",69,-1,1,"86879"
70,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",20,46,148,"85240"
71,"spotify:track:4EmLZvANhzJKh2Dt4k2GQK","Booba","5G","Tallac Records",1,35,23,"85027"
72,"spotify:track:5ncpCHAq0EcL8RCFUqaQLG","Ninho","Privilège","Rec. 118",6,40,29,"84633"
73,"spotify:track:19doJl89FxG7qMTzeMUgXl","Kalash Criminel, Niska","Tu paniques","Sale Sonorité Records",14,48,8,"83832"
74,"spotify:track:7Hw83BLJ3ulbvrT6Wdpdh4","Zola","Madame","AWA",11,25,8,"83741"
75,"spotify:track:54bFM56PmE4YLRnqpW6Tha","Billie Eilish","Therefore I Am","Darkroom/Interscope Records",30,41,15,"83458"
76,"spotify:track:5HEtuK03ygUzqca6yfgOYZ","Ninho","Lettre à une femme","Rec. 118 / Mal Luné Music",1,50,266,"82166"
77,"spotify:track:3XQOc3TUWG3b2yildOb9VF","GIMS","JUSQU'ICI TOUT VA BIEN","Play Two",43,55,22,"82118"
78,"spotify:track:1VnxXc8QCQa9GSyKZIKNeX","13 Block","Énervé","Elektra France",78,-1,1,"81124"
79,"spotify:track:4y4spB9m0Q6026KfkAvy9Q","Justin Bieber, benny blanco","Lonely (with benny blanco)","Friends Keep Secrets/Def Jam Recordings/Interscope Records",25,43,43,"80874"
80,"spotify:track:5wXkbtZO1HsOQ1P75zi35p","Vianney","beau-papa","Tôt Ou Tard",32,59,37,"80571"
81,"spotify:track:7vdq8RlxxuhB1GFIN9FIlI","Lucenzo","No Me Ama","Play Two",28,52,100,"80336"
82,"spotify:track:0KBwGCY9RYD9t2zjeW4h48","Bosh","Djomb - Bien ou quoi","Arista France",1,61,224,"79443"
83,"spotify:track:7BO3y8lmogACezwHqZ1HTB","Damso, Hamza","BXL ZOO","Trente-quatre Centimes",1,42,72,"79003"
84,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",36,53,92,"78433"
85,"spotify:track:5cpJFiNwYyWwFLH0V6B3N8","Ozuna, Doja Cat, Sia","Del Mar","Aura Music Corp.",42,66,56,"77966"
86,"spotify:track:67yGNVqBYdVpe9ozYrFoNc","Naza, RK","Quand même","Capricarolesque",51,51,15,"77306"
87,"spotify:track:3xNaJk7eazqet2IUHeRfg9","13 Block","Je me démerde","Elektra France",87,-1,1,"76909"
88,"spotify:track:65RWVU6N81CeH65nu52K1U","Aya Nakamura","Jolie nana","Rec. 118",1,57,135,"76850"
89,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",60,71,127,"76760"
90,"spotify:track:1BlDWiYAjEaXUxEURqaKS9","Rafal","Magneto","Echelon Records",90,-1,1,"76549"
91,"spotify:track:2Z8yfpFX0ZMavHkcIeHiO1","Shawn Mendes, Justin Bieber","Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes LP4-5 PS/ Island",78,78,8,"76330"
92,"spotify:track:4aKdMewfEZalH84TN4hLjF","13 Block","S.W.P.V","Elektra France",92,-1,1,"76321"
93,"spotify:track:5lK9Z8Olm5QKXt29LWDG6M","Aya Nakamura","Fly","Rec. 118",8,60,15,"74604"
94,"spotify:track:6rqbrigb1nPohkJe46OY7q","Kalash Criminel, Jul","Dans la zone","Sale Sonorité Records",20,49,8,"74535"
95,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",19,72,131,"74425"
96,"spotify:track:2chIkORxBLpPVgruGiMY8k","Damso","911","Trente-quatre Centimes",6,68,72,"73572"
97,"spotify:track:3FMhzMn4vB32InnfA2DiEf","DJ Kayz, Niska","Monte le son","Juston Records",26,106,57,"72299"
98,"spotify:track:1n4Ud9ZkZY5mA7QfIu53r8","Ninho","Problèmes du matin","Rec. 118",9,64,57,"71871"
99,"spotify:track:216QmkNpU3hIjeZtGocb9B","PLK, Niska","On sait jamais (feat. Niska)","Panenka Music",2,63,93,"71535"
100,"spotify:track:0Jh6iWjna1wk5le0Ahn7No","Ninho","La vie qu'on mène","Rec. 118 / Mal Luné Music",2,65,617,"71091"
101,"spotify:track:4HIIQrEnj1TXBwcfKjsoyv","Zkr","Freestyle 5min #10","AllRoad / Morning Glory Music / AllPoints",75,75,3,"70678"
102,"spotify:track:1bH5ZYk4tP2gnjtlbsjudt","13 Block","Oiseaux","Elektra France",102,-1,1,"70195"
103,"spotify:track:2tSg7ayjflXvWuknoyOFtg","Zola","Mula","AWA",15,44,8,"70167"
104,"spotify:track:1Yb2mZwkVJ3G7sBxVP3t4P","Kalash Criminel, Nekfeu","Turn Up","Sale Sonorité Records",6,69,8,"68999"
105,"spotify:track:6jWo6vgUTahkj8KF4gQnCz","13 Block","Traitres","Elektra France",105,-1,1,"68584"
106,"spotify:track:2twcZTB1udOEzDCPpTiOju","Grand Corps Malade, Camille Lellouche","Mais je t'aime","Anouche Productions",22,82,161,"68436"
107,"spotify:track:3DiVRQ2B0b0PuMUIaVU1oG","13 Block","Sacrifices","Elektra France",107,-1,1,"68298"
108,"spotify:track:2q0WpLA1TjeBL9Ok9Ot1Pr","Unité, Dadju, Soolking, Hatik, Imen Es","Unité","Play Two",47,47,7,"68296"
109,"spotify:track:1Lulg5ZiMEXy3QNwb1PB8I","Ninho","Zipette","Rec. 118 / Mal Luné Music",3,83,266,"67689"
110,"spotify:track:0OlE17VM4jDcmQb96RqxcX","Koba LaD, Ninho","Encore","Universal Music Division Capitol Music France",5,80,37,"67449"
111,"spotify:track:3sCJ0EePFZqFJMJWBNVscI","13 Block","Moula","Elektra France",111,-1,1,"67151"
112,"spotify:track:07pzk5h8p2qRowPZb3YBKC","Bolémvn, Maes","10K","Universal Music Division Capitol Music France",6,79,183,"66964"
113,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",33,67,86,"66872"
114,"spotify:track:28Nx21Wy2dampI3VqtBSqH","Joé Dwèt Filé","La même chose","DF EMPIRE",114,-1,1,"66603"
115,"spotify:track:1Pmp486RrLRkaEkE3HFHXP","Ava Max","Who's Laughing Now","Atlantic Records",40,88,93,"65424"
116,"spotify:track:5wXJNvoVOZBmB9b4EDP8xW","Larry","Paye","Urban Street",61,171,29,"64986"
117,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,89,472,"64746"
118,"spotify:track:4oLp7k4fINGrjuNxElKKGw","Ninho, 91 All Stars","La zone","Play Two",12,81,57,"64099"
119,"spotify:track:0CNXZ91xdVkbiVPtK4ezQd","13 Organisé, L'Algérino, Alonzo, Stone Black, Le Rat Luciano, SCH, Jul, As, Veazy","L'étoile sur le maillot","Rien 100 Rien",2,86,50,"63983"
120,"spotify:track:6tkZD5sjBJR75drvpA0xfe","Zola","Le sauveur","AWA",5,56,8,"63536"
121,"spotify:track:6yHVyMdC08djbP86mdkP3G","Ray Dalton","In My Bones","Epic Local",51,92,204,"63243"
122,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",55,103,92,"62687"
123,"spotify:track:0nmExtKIn8SXkJFI60Ye0b","Charles Bdl","Bertrand","Echelon Records",123,-1,1,"62655"
124,"spotify:track:7uCLrBdy5FH6T7vcJzqRd7","Amel Bent, Hatik","1,2,3","Universal Music Division Capitol Music France",80,91,29,"62609"
125,"spotify:track:4mqX9bpwv3vWjc4yLbpCOZ","Aociz","Shakalaka","Echelon Records",125,-1,1,"61582"
126,"spotify:track:7s0TcSgr6VzxjJ4S9VuJc9","Ninho","Toutes les couleurs","Rec. 118",7,90,29,"61536"
127,"spotify:track:6nnfQTtQeOLHl3xgZrkH5y","Zola","Pollos Hermanos","AWA",13,58,8,"61286"
128,"spotify:track:4G0p8SMCl9uQVVPTLEGdxS","Zola","Pistou","AWA",7,62,8,"60701"
