rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:6YzQOngfcV0W9F8UOTnEEK","13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari","Bande organisée","Rien 100 Rien",1,1,63,"679775"
2,"spotify:track:6ARJHbYGKNatxHVghTkWWp","Naza, Niska","Joli bébé","Capricarolesque",2,2,36,"369063"
3,"spotify:track:0LU7THzZmFI0k5Z9Upxbto","Lacrim, Maes","Boston George","Universal Music Distribution Deal",3,-1,1,"340077"
4,"spotify:track:6s27C7yI8gwZA01WSy3WXG","Lacrim, Ninho","Dadinho","Universal Music Distribution Deal",4,-1,1,"307657"
5,"spotify:track:27TFzldNvbEHjUGhmPtwB3","13 Organisé, L'Algérino, Alonzo, Stone Black, Le Rat Luciano, SCH, Jul, As, Veazy","L'étoile sur le maillot","Rien 100 Rien",2,3,8,"260364"
6,"spotify:track:6j6KUUyDtjvBz4mkApf9hl","Kalash Criminel, Damso","But en or","Sale Sonorité Records",6,-1,1,"245308"
7,"spotify:track:3tjFYV6RSFtuktYl3ZtYcq","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",3,4,53,"243833"
8,"spotify:track:66tNDqYNR2S6Svwgm3BMi9","OBOY","Cabeza","Syndicate Records",3,5,106,"243824"
9,"spotify:track:12GV2Wr4p1hBWQCrQcVsew","PLK, Hamza","Pilote (feat. Hamza)","Panenka Music",5,6,51,"242433"
10,"spotify:track:4Y1qZCUyg9Tjr9G2g79SFQ","Lacrim, Jul","Eric Cantona","Universal Music Distribution Deal",10,-1,1,"230842"
11,"spotify:track:0qARyMVNjA6q1uxxO3nofB","UZI","À la fête","SportBack Records",5,8,108,"226270"
12,"spotify:track:1fyVvRQsa095P7QK5Um7xH","Dadju, Ninho","Grand bain","Universal Music Division Capitol Music France",1,9,120,"223937"
13,"spotify:track:1NDhFGCNVQkJr7qFK5J4l4","Lacrim, Niska","Nipsey Hussle","Universal Music Distribution Deal",13,-1,1,"217094"
14,"spotify:track:3bmz7e9Un3FQRIzXgHBXIG","Sofiane, SCH","American Airlines","Universal Music Division Capitol Music France",13,13,3,"216623"
15,"spotify:track:0nbyloysZRfX5dcNnMv1sd","Lacrim","Végéta","Universal Music Distribution Deal",15,-1,1,"216322"
16,"spotify:track:5jZQKuiGNtwrr7C8GFMVeL","Lacrim","Jacques Chirac","Universal Music Distribution Deal",16,61,24,"211240"
17,"spotify:track:6SI92k6CZQAgVf7fq1rSpx","13 Organisé, Kofs, MOH, 100 Blaze, Jul, Naps, Dadinho, A-Deal, Zak & Diego","13 balles","Rien 100 Rien",4,7,8,"205899"
18,"spotify:track:4Z9CNGHElj2rLkB8mQdvnA","Leto, Ninho","Macaroni (feat. Ninho)","Rec. 118",2,10,51,"201612"
19,"spotify:track:2G0pTNZS5ANfzSux6Lep9n","Lacrim","El Professor","Universal Music Distribution Deal",19,-1,1,"201523"
20,"spotify:track:7BO3y8lmogACezwHqZ1HTB","Damso, Hamza","BXL ZOO","Trente-quatre Centimes",1,11,30,"189743"
21,"spotify:track:5Zvcm3RT4ImIepkZ5kkXyU","Lacrim","Rafa & Carlos","Universal Music Distribution Deal",21,-1,1,"182812"
22,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money Records/ TenThousand Projects",14,14,40,"179877"
23,"spotify:track:6ab3CQvDlAVttThZucwGQ1","Hatik","Angela","Universal Music Distribution Deal",1,12,213,"174264"
